CTNNA1	AD
GALC	AR
CDAN3	AD
SLC22A12	AR
SH3BP2	AD
PKD1	AD
CRBN	AR
KITLG	AD
SCZD5	AD
OTUD6B	AR
ACTC1	AD
FOXD3	AD
MCOLN1	AR
MYO1E	AR
PSPH	AR
POFUT1	AD
PSAP	AR
MSX2	AD
APMR2	AR
LYRM4	AR
IFT140	AR
CCT5	AR
NECAP1	AR
PNPLA8	AR
COL6A2	AR,AD
ATP6V1B2	AD
IGKC	AR
NSMCE2	AR
SMARCA4	AD
GUCA1A	AD
LOR	AD
EJM9	AD
EOE2	U
ARPC1B	AR
STEAP3	AD
COQ2	AR,AD
TUBB8	AD
CACNA1E	AD
AGMX2	XL
SEC23A	AR
FOXF1	AD
ATAD3A	AD
FGF8	AD
WRAP53	AR
DST	AR
CRYBA2	AD
DSC2	AD
POLR1A	AD
PLCE1	AR
MSN	XLR
LTBP2	AR
HABP2	AD
PTPN14	AR
AURKA	U
LAMB2	AR
ABCD1	XLR
ITGB3	AR,AD
PLA2G7	AR,AD
DKBI	AD
KRAS	AD
IL17RA	AR
VPS45	AR
ZP3	AD
OR2J3	AD
C2CD3	AR
TNNT3	AD
C2ORF25	AR
RNF216	AR
FWS	AR
SGOL1	AR
ACTA1	AD
STX11	AR
DNAJC19	AR
MTTL1	AR
PSHK2	AD
PATL2	AR
KIF1B	AD
DISC2	AD
GPSM2	AR
SALL1	AD
FLNA	XLR,XLD,XL
HYLS1	AR
DNAAF4	AR,AD
GPNMB	AR
KCTD7	AR
IL4R	AD
ASPG1	U
MIR17HG	AD
OCLN	AR
TELAB1	AD
ZNF341	AR
SLC7A7	AR
CEP41	AR
AMMECR1	XLR
PFM3	AD
MECOM	AD
GUCY2C	AD,AR
LGV1	U
IHPS1	AD
AIPL1	AR
DFNA30	AD
MAP2K1	AD
PTH	AD
ARID2	AD
TTC21B	AD,AR
FGFR1	AD
RAD51A	AD
TRMT1	AR
GALNT3	AR
LBR	AD,AR
MEOX1	AR
NT5E	AR
TBX3	AD
HOXA2	AD
CYP27A1	AR
DFNB47	AR
ZNF469	AR
CLCN7	AR,AD
RPL11	AD
ATP8B1	AR,AD
MYP5	AD
RBCK1	AR
BHLHE41	AD
SLC25A1	AR
UCHL1	AR
BTBD12	AR
RUNX2	AD
MAFA	AD
LRPAP1	AR
DYRK1A	AD
FCMTE1	AD
AP2S1	AD
DGAT1	AR
KMT2A	AD
TDRD7	AR
CNTN1	AR
XPNPEP3	AR
HHPP	AD
DLL3	AR
KCNMB1	AD
FAM20C	AR
PIGM	AR
RTN2	AD
HBG2	AD
NCAPH	AR
SELENON	AD,AR
EMG1	AR
MYH8	AD
SCYL1	AR
XRCC3	AD
OPTN	AD
PSS	U
MKKS	AR
SERPINB6	AR
WDR35	AR
SLC6A16	AR
TUB	AR
NEK8	AR
NKX6-2	AR
MAPKBP1	AR
SYN1	XLR
SCN2B	AD
ISCA1	AR
MARVELD2	AR
MGP	AR
OBSL1	AR
CORO1A	AR
GRID2	AR
ADHD4	AD
MSRB3	AR
IDDM15	U
KIAA0556	AR
SGCD	AR
GOSR2	AR
KREMEN1	AR
MRT16	AR
MMP21	AR
RPS7	AD
TUBB1	AD
SPG3A	AD
LEPRE1	AR
CIDEC	AR
WHS	U
ELAC2	AR
SLC25A24	AD
CCDC88C	AR,AD
GAA	AR
DNAJC12	AR
PPM1D	AD
COL6A1	AR,AD
CHD4	AD
HDC	AD
MBD5	AD
CHAT	AR
CYLD	AD
MC2R	AR
NOLA3	AR
PIGP	AR
FLAD1	AR
GBA2	AR
ATF6	AR
CMTX3	XLR
MRPS34	AR
MYP15	AD
SOX9	AD
G6PD	XLD
CYP17A1	AR
NDUFA12	AR
NDUFA1	AR,XLR
CYP2C19	AR
PTPRF	AR
LGMD1H	AD
TUBA3D	AD
SCZD7	AD
RLIM	XL
TRMT10A	AR
REEP6	AR
IFNG	AD
MAGI2	AR
TCTEX1D2	AR
KARS	AR
SOD1	AD
CTRCT29	AD
WDR72	AR
HACE1	AR
C15ORF41	AR
GHSR	AD
KCNQ3	AD
RLBP1	AD,AR
TRIP12	AD
IDH1	AD
SERAC1	AR
CRLF1	AR
PNPT1	AR
ICOS	AR
DNMT3B	AR
BMPR2	AD
ZAK	AR
FIGLA	AD
TDRD9	AR
KIF7	AR
RNASEH2C	AR
NPHP4	AR
BMP4	AD
CDC45L	AR
CYP27B1	AR
GSDME	AD
APMR3	AR
SOX10	AD
FRMD4A	AR
AMTN	AD
ATHS	AD
THOC6	AR
AKAP9	AD
NOS3	AD
CD247	AR
GATA4	AD
XH2	XLR
CFTDX	XLD
MYLK2	AD
F5	AD,AR
PHGDH	AR
CD244	U
SLC6A3	AR
TRAPPC11	AR
PTPRJ	U
MXI1	U
CPT1A	AR
USH1C	AR
PPOX	AD
SLC6A9	AR
DNAJC3	AR
MFAP5	AD
PEX13	AR
FBXO38	AD
IL17RC	AR
HSD17B3	AR
OTSC7	AD
MANBA	AR
TMC8	AR
TBC1D20	AR
S1PR2	AR
SGO1	AR
NR2F2	AD
SEC24D	AR
MATN3	AD,AR
ATM	AR,AD
AUTS5	AD
ADAMTS3	AR
GLUD2	AD
MGME1	AR
POGLUT1	AD,AR
ATP1B1	U
ADHD3	AD
HPS1	AR
ABCC2	AR
BDP1	AR
MRX23	XL
POLG2	AD
COL1A1	AD
C12ORF65	AR
FGF3	AR
RAD54B	U
FLVCR1	AR
MGAT2	AR
GNB1	AD
DFNA16	AD
CMTDIA	AD
ACO2	AR
LGI4	AR
CASP10	AD
TBXA2R	AD
NDUFAF1	AR
KLF1	AD
IMPDH1	AD
PCBD1	AR
HELLS	AR
LEPREL1	AR
CPOX	AD
CFEOM3C	AD
APOL4	AD
WNT10B	AR,AD
AGBL5	AR
SCLC1	AD
IFITM5	AD
ABCA7	AD
SNX10	AR
MRX53	XLR
LMNB1	AD
GNB5	AR
COG1	AR
AUTS1	U
ZFHX3	U
MRX20	XL
HCN4	AD
KCNH2	AD
ECTD5	AR
FRAS1	AR
CLN5	AR
RGS5	U
CDK4	AD
DPM3	AR
MLH3	U
FAN1	AR
MTMR14	AD
F2	AD,AR
LAMA4	AD
GLUL	AR
CCNQ	XLD
UMPS	AR
SLC39A14	AD,AR
SPG41	AD
CXCR4	AD
KWE	AD
FGF10	AD
SLC9A1	AR
ILDR1	AR
JARID1C	XLR
EMP2	AR
MTCYB	U
GRXCR1	AR
PC	AR
EKD2	AD
SLC52A1	AD
TYMP	AR
ANXA11	AD
SLC26A4	AR
SCGB3A2	AD
GDNF	AD
ATXN8	AD
CRSA	AD
SERPINA1	AR
SLC19A2	AR
PRF1	AR
FOXE3	AD,AR
SLC44A4	AD
SCN3A	AD
TREM2	AR
CFAP43	AR
NLGN4X	XL
EFEMP1	AD
WNK4	AD
HYPT5	AD
BTD	AR
GFPT1	AR
KRT16	AD
GPR68	AR
CHDM	AD
NOTCH3	AD
ISCA2	AR
MSH3	AR
TSPYL1	AR
KIF5C	AD
MMP20	AR
LIPT2	AR
DNA2	AD,AR
POLR3A	AR
EDNRB	AD,AR
SHFLD3	AD
ARL3	AD,AR
DNM2	AD,AR
KCNT1	AD
GDF9	AR
GNAI2	AD
CYP19A1	U
PRDM6	AD
RSPH3	AR
IL12RB1	AR
DYT1	AD
ADGRG2	XL
PPT1	AR
MHS3	AD
HDCPH1	AD
CFC1	AD
ARSE	XLR
CHSY1	AR
DACT	AD
PRKCD	AR
ATXN1	AD
GCGR	AD
IS1	AD
KANK2	AR
MCOPCT1	AD
LMX1B	AD
KCNJ1	AD,AR
CTU2	AR
CNNM4	AR
NF1	AD
TCN2	AR
VRK1	AR
GDAP1	AR
ASXL2	AD
BSND	AR
MUC7	AD
CARMIL2	AR
EHHADH	AD
STN1	AR
PAH	AR
PAFC	AD
GJA3	AD
SRS	AD
ARHGAP31	AD
STAG3	AR
MYD88	AD
MOCOS	AR
PMS2	AR
KRT83	AD,AR
SPAST	AD
DNAJC13	AD
SMN1	AR
HMX1	AR
DKC1	XLR
PCSK1	AR
CYP2U1	AR
KIRREL3	AD
AP3B1	AR
TMEM5	AR
HLA-C	U
NPCA2	U
PPP2R1A	AD
LIS1	AD
PYCR1	AR
CNTN2	AR
ALDOA	AR
GCH1	AD,AR
POT1	AD
TNFSF11	AR
RCD1	AD
THM	AR
COMA	AR
GNPAT	AR
MPO	AR,AD
MYO18B	AR
RARS	AR
PICALM	AD
DVL3	AD
PUF60	AD
BMND8	AD
GUST	XL
SACS	AR
CLCNKA	U
MAD2L2	AR
EOGT	AR
POLR1D	AD
MADH4	AD
DCXR	AR
CDH11	AR
TJP2	AR,AD
MAT1A	AD
NYS2	AD
EXOSC8	AR
SLC12A3	AR
TLL1	AD
DRD3	AD
ABCA5	AR
SLC18A3	AR
TNFRSF7	AR
YARS	AD
CD3D	AR
ARR3	XL
EIF2B1	AR
ASPG2	U
DFNB27	AR
FUS	AD
MNG2	XLD
MRXSCS	XLR
ACVRL1	AD
HBA2	AD
OTSC10	AD
TECPR2	AR
TXN2	AR
LMAN1	AR
SCA7	AD
DCAF8	AD
ACD	AD
RBP4	AR,AD
ITPA	AR
ITGB2	AR
ATP13A2	AR
PSMNSW	AD
NAA15	AD
CANDN1	AD
PDE11A	AD
CTNNA2	AR
WBS	AD
PLCG2	AD
ANO3	AD
AD5	AD
BFSP1	AR
SPG27	AR
ADHD1	AD
ZEB2	AD
LCT	AR
SPRTN	AR
PEX5	AR
MMDK	AD
ALDH6A1	AR
GNAL	AD
CEP152	AR
TBX6	AR
ADSL	AR
MRT11	AR
MTTS1	AR,AD
HCF2	AD
MAN2B1	AR
MDC1B	AR
BULN	U
PDE1C	AD
SEPN1	AD,AR
EDSS2	AR
MTOR	AD
TPMT	AR
ADAMTSL2	AR
ANTXR2	AR
C9ORF72	AD
HEXA	AR
AVPR2	XLR
TYRP1	AR
SCARB2	AR
CERS1	AR
GLS	AR
NHP2	AR
CD96	AD
TMEM70	AR
IGSF3	AR
PKS	U
SPINT2	AR
F10	AR
COL8A2	AD
TGFBR2	AD
BANF1	AR
ADCY3	AR
IDDM6	U
CTH	AR
VAC14	AR
SEDL	XLR
AQP7	AR
MGR2	XL
FAT4	AR
PAPA5	AR
ADK	AR
TYK2	AR
NYS5	XLD
DYT21	AD
LRP1	AR
GPT2	AR
SLI1	U
DYM	AR
SLC17A8	AD
DHCR24	AR
TK2	AR
CEBPE	AR
VMA21	XLR
AP1S1	AR
VCP	AD
F12	AR,AD
SCN9A	AD,AR
LAMC2	AR
SMC3	AD
PDP1	AR
DDX3X	XLD
CUX1	AD
GUF1	AR
NBS1	AR
CLN3	AR
AGRN	AR
CNTNAP2	AR
ZMYND10	AR
FMN2	AR
TSHB	AR
AA2	AD
FSHB	AR
SLC25A38	AR
H19	AD
PSMB4	AR
EVR3	AD
FUT8	AR
EA7	AD
PIGO	AR
ANK1	AD
POR	AR
PNKP	AR
SOX11	AD
D2HGD	AR
IR17RC	AR
HSD3B2	AR
UPB1	AR
PAX4	AD
FOLR1	AR
TBXT	AD,AR
ARHGEF9	XLR
HADHA	AR
MAP3K20	AR
CDON	AD
TRIM32	AR
SLC30A8	AD
SERPIND1	AD
RAB23	AR
ITPR1	AD
TPRKB	AR
UQCRC2	AR
MMP2	AR
SLC17A9	AD
KRT85	AR
APPL1	AD
TGM3	AR
ADGRV1	AR,AD
PLA2G2A	U
TP53RK	AR
SCA20	AD
NKX2E	AD
AGSPX	XLD
TUBGCP6	AR
NAFLD1	U
DFNA18	AD
UBA5	AR
VPS33B	AR
PFBI	AR
HNRNPU	AD
SLC30A9	AR
PBCA	AR
NDUFB3	AR
RPL12	AD
NUP62	AR
CLCN4	XLD
REEP2	AD
UGT1A1	AR
ZIC2	AD
GABBR2	AD
ORC4	AR
FAM111B	AD
SPTLC1	AD
OFC3	AD
BCS1L	AR
TRPC6	AD
TMEM142A	AR
KCNQ5	AD
PDGFRL	U
GCCD3	AR
KCNA2	AD
COLEC11	AR
ADH1B	U
MLL	AD
ST14	AR
MDNS	AD
RP6	XL
ARFGEF2	AR
AHDC1	AD
NDUFS6	AR
TMEM43	AD
FEZF1	AR
APTX	AR
FBP1	AR
FECH	AR
OTX2	AD
HEPACAM	AR,AD
EGFR	AR
RNF168	AR
AURKC	AR
REEP1	AD
DNAJC21	AR
SLC5A1	AR
C10orf2	AR
GJA5	AD
FAM58A	XLD
INDX	XLD
OCA2	AR
BLNK	AR
CPT2	AR,AD
FOXG1	AD
ODZ3	AR
TAC3	AR
RPL10	XLR
TTN	AR,AD
SPTB	AD
MLLT10	AD
FIP1L1	U
KCNJ18	AD
SMAD4	AD
ERF	AD
CIB1	AR
UFC1	AR
HCFC1	XLR
ACP4	AR
HPPD	AD
WARS2	AR
BRP44L	AR
GLB1	AR
TTR	AD
ANIC	AD
ALPQTL1	AD
DVL1	AD
SLC37A4	AR
OPN1MW	XL,XLR
KCNJ11	AR,AD
MTTV	AR
CLN6	AR
BMS1	AD
HJCD	AR
ERCC8	AR
PEX7	AR
DDX58	AD
RSPO2	AR
SYNE2	AD
REST	AD
MERTK	AR
RPGR	XL,XLR
VSPA	XLR
CDSN	AR,AD
INPP5K	AR
CLCNKB	AR
OFC1	AD
NYX	XLR
NDUFS2	AR
PLSA1	AD
PROSC	AR
AMELX	XLD
ARSA	AR
RERE	AD
CDC73	AD
CECR	AD
TUBA1A	AD
SARS	AR
MCM8	AR
NDNC9	AR
ITK	AR
GD5	AD
PRUNE1	AR
A2M	AD
SLC45A2	AR
CAVIN1	AR
CPN1	AR
DFNB14	AR
PTOS1	AD
SLC25A15	AR
TP63	AD
ED1	XLR
CND	XL
HGSNAT	AR
NANS	AR
PADI3	AR
AUTS2	AD
DONSON	AR
DYT17	AR
ASAH1	AR
SLC6A20	AD,AR
RDH5	AD
C1QC	AR
RFH1	AD
ESPN	AR
TRIT1	AR
TAB2	AD
FOXO1	U
LNPK	AR
COL12A1	AD
FOXI1	AR
MTTH	U
VPS37A	AR
LZTFL1	AR
REPS1	AR
PLAGL1	AD
TCTN1	AR
TGIF1	AD
FKRP	AR
HTR2A	AD
SPTBN2	AR,AD
DIABLO	AD
COX8A	AR
HOXB1	AR
PDYN	AD
DCHS1	AD,AR
TPI1	AR
DSG4	AR
DDOST	AR
OTOA	AR
HPGD	AR
TTC8	AR
ARMC4	AR
EPS8	AR
APMR1	AR
IDDM1	AR
OHDS	AD
SIN3A	AD
DYX8	AD
GSC	AR
CTAA2	AD
GABRB2	AD
LDHA	AR
STRA6	AR
KCNQ1	AD,AR
ERLIN1	AR
RAG1	AR
MRT35	AR
CCDC47	AR
CSF1R	AD
DPM2	AR
BMP2	AD,AR
IRNAR2	AR
NUDT15	AD
SH2D1A	XLR
AP4B1	AR
SPG14	AR
HAMP	AR
KIDINS220	AD
MYP7	U
DLX3	AD
CCCSX	XLR
STIM1	AD,AR
DFNB32	AR
TOE1	AR
KRT1	AD
FARS2	AR
LYST	AR
FAM126A	AR
FGB	AR
SYT14	AR
FRZB	U
SCZD11	AD
COX20	AR
CALR	AD
GYS2	AR
PPKP1B	AD
FBXL4	AR
FCP1	XL
NDN	AD
AMER1	XLD
ETV6	AD
POLA1	XLR
GDF6	AD,AR
HRPT2	AD
ETL4	AD
CA4	AD
ADD1	U
ANGPTL3	AR
KRT14	AD,AR
SARS2	AR
SPG24	AR
DFNB46	AR
COL7A1	AR,AD
CCDC88A	AR
PARN	AD,AR
GFND1	AD
CAD	AR
CDK5RAP2	AR
FBLN5	AR,AD
KMT2D	AD
PITX2	AD
TRIOBP	AR
AHSG	AR
CYP11B2	AD,AR
IRF2BPL	AD
DYS	AR
IFT122	AR
HLA-DRB1	AD
PYGL	AR
ARF1	AD
BRAF	AD
ANTXR1	AR,AD
FRDA2	AR
ATX2	AD
ABL1	AD
AMN	AR
IBD21	AD
CIB2	AR
CIC	AD
RBMX	XLR
CCM2	AD
ECT	U
PDE4D	AD
GSS	AR
PBLT	U
KYNU	AR
IRS2	AD
KCNA4	AR
HTRA2	AR
CFSS	XLD
GLI2	AD
ATP5F1A	AR
G6PC3	AR
APOE	AD,AR
DGUOK	AR
PMPCB	AR
OTOF	AR
AFF2	XLR
BDNF	AD
PSA	AD
RAF1	AD
CRYGB	AD
KONDS	AR
FIBP	AR
MASP1	AR
RELB	AR
LYRM7	AR
KIAA0753	AR
IGBP1	XLR
GPR101	XL
AP4E1	AR,AD
CD27	AR
NR2F1	AD
SM1	AD
EVC	AD,AR
TNFRSF11A	AD,AR
UPF3B	XLR
RC14S	U
VPS11	AR
SYP	XLR
DDX11	AR
SLC1A2	AD
CAMPD1	AD
TFR2	AR
KIF4A	XLR
DPAGT1	AR
YAP1	AD
MCM2	AD
COQ9	AR
CTSD	AR
VPS13D	AR
KHK	AR
MPV17	AR
DMLX2	AD
DSG1	AD,AR
MNX1	AD
TG	AR
WT3	AD
UVSSA	AR
RAC1	AD
SMARCB1	AD
P3H2	AR
CYP11B1	AD,AR
ZNF423	AD
SMAD6	AD
MYH3	AD
RLS1	AD
HNF1B	AD
MIPEP	AR
CLPP	AR
PIGL	AR
CPT1C	AD
SPATA16	AR
ALDH7A1	AR
WISP3	AR
LOAS	XL
UNC45B	AD
RBP3	AR
PEX10	AR
PROC	AR,AD
LRMDA	AR
ANK3	AR
GPI	AR
SC5DL	AR
ATG5	AR
NKX3-2	AR
PTRH2	AR
MID1	XLR
RPE65	AR
SCN1A	AD
TTID	AD
AOMS2	AD
NAGS	AR
FOXP1	AD
PNPO	AR
GABRG2	AD
ECTD6	AR
MTND5	AR
ISPD	AR
APOL2	AD
CLLS2	AD
RIN2	AR
RIPPLY2	AR
ACRPV	AD
KIF14	AR
TSHZ1	AD
CNGB3	AR
SLC6A8	XLR
EPHX2	AD
AMHR2	AR
SULT2B1	AR
HCCS	XLD
ROR2	AD,AR
ATXN3	AD
PEX2	AR
PSAT1	AR
ORAI1	AD,AR
PPR1	AD
CNGA3	AR
AIH3	XL
EPM2A	AR
NYS4	AD
MAP3K7	AD
TULP1	AR
SGCG	AR
LIAS	AR
MHS4	AD
DYT15	AD
TRPC3	AD
TOR1AIP1	AR
ZIC1	AD
C1QA	AR
MYOC	AD
CLPB	AR
ST3GAL3	AR
KRT2	AD
NNT	AR
DHTKD1	AD,AR
SLC25A26	AR
TBP	AD
RPL15	AD
TAZ	XLR
OGT	XLR
WHRN	AR
ADCK4	AR
GBE1	AR
DCPS	AR
ASNS	AR
RRM2B	AD,AR
RAD51	AD
SRXX2	AD
FLNB	AD,AR
SMOH	U
GIPC3	AR
SLC19A3	AR
MTCO3	AR
PDE8B	AD
OPN1SW	AD
SPTA1	AR,AD
MS4A1	AR
C16ORF57	AR
ACP5	AR
MUC1	AD
POLG	AR,AD
VUR	AD
PLAA	AR
NTRK1	AD,AR
LMBRD1	AR
SNX14	AR
GNRHR	AR
SMN2	AR
FXYD2	AD
MBS3	AD
AGT	AR
FANCE	AR
PMPCA	AR
AMPD1	AR
PAX6	AD
LIPE	AR
SUMF1	AR
SRCAP	AD
ATP2B2	AR
APCDD1	AD
SLC30A10	AR
AK1	AR
SLC12A5	AD,AR
TICAM1	AD
IBA57	AR
DAB1	AD
FBXO11	AD
SLC2A10	AR
CCDC111	AD
DRD5	AD
DNAJB11	AD
TUBB3	AD
SHPK	AR
RPS10	AD
HTC2	XLD
CRY1	AD
DDD3	AD
EIF2B4	AR
TAF2	AR
GPX1	AR
TCIRG1	AR
EIF2S3	XLR
HYSP3	AD
CHF	AR
MGR3	AD
PDB4	AD
PREPL	AR
